ItemCode;ItemName;Manufacturer;Mainsupplier;Series;InventoryUOM;U_Cod_Vent;U_Cod_comp;U_Codigo_BR;U_FAMILIA;U_SUBFAMILIA;User_Text;PurchaseUnit;SalesUnit;PlanningSystem;Properties6
ItemCode;ItemName;Manufacturer;Mainsupplier;Series;InventoryUOM;U_Cod_Vent;U_Cod_comp;U_Codigo_BR;U_FAMILIA;U_SUBFAMILIA;User_Text;PurchaseUnit;SalesUnit;PlanningSystem;Properties6
